>>> gr_fir_ccf: using E
>>> gr_fir_fff: using E
gr_buffer::allocate_buffer: warning: tried to allocate
   36 items of size 1776. Due to alignment requirements
   256 were allocated.  If this isn't OK, consider padding
   your structure to a power-of-two bytes.
   On this platform, our allocation granularity is 4096 bytes.
80	 13	 13	 1	 0.000000	 -1	 0.000000	 12.637281
81	 13	 13	 1	 0.000001	 -1	 0.000000	 10.921836
82	 13	 13	 1	 0.000001	 -1	 0.000000	 11.118567
83	 13	 13	 1	 0.000001	 -1	 0.000000	 12.741970
84	 13	 13	 1	 0.000001	 -1	 0.000000	 6.774619
85	 13	 13	 1	 0.000001	 -1	 0.000000	 8.962389
86	 13	 13	 1	 0.000001	 -1	 0.000000	 7.709017
87	 13	 13	 1	 0.000001	 -1	 0.000000	 8.434440
88	 13	 13	 1	 0.000001	 -1	 0.000000	 12.949882
89	 13	 13	 1	 0.000001	 -1	 0.000000	 9.080990
90	 13	 13	 1	 0.000001	 -1	 0.000000	 8.472206
91	 13	 13	 1	 0.000001	 -1	 0.000000	 11.572445
92	 13	 13	 1	 0.000001	 -1	 0.000000	 7.775290
93	 13	 13	 1	 0.000001	 -1	 0.000000	 8.317096
94	 13	 13	 1	 0.000001	 -1	 0.000000	 9.327508
95	 13	 13	 1	 0.000001	 -1	 0.000000	 11.006686
96	 13	 13	 1	 0.000001	 -1	 0.000000	 10.940746
97	 13	 13	 1	 0.000001	 -1	 0.000000	 9.378953
98	 13	 13	 1	 0.000001	 -1	 0.000000	 8.516287
99	 13	 13	 1	 0.000001	 -1	 0.000000	 10.120947
100	 13	 13	 1	 0.000001	 -1	 0.000000	 8.653552
101	 13	 13	 1	 0.000001	 -1	 0.000000	 11.751920
102	 13	 13	 1	 0.000001	 -1	 0.000000	 11.553483
103	 13	 13	 1	 0.000001	 -1	 0.000000	 9.108974
104	 13	 13	 1	 0.000001	 -1	 0.000000	 9.578890
105	 13	 13	 1	 0.000001	 -1	 0.000000	 12.951620
106	 13	 13	 1	 0.000001	 -1	 0.000000	 7.930304
107	 13	 13	 1	 0.000001	 -1	 0.000000	 9.748334
108	 13	 13	 1	 0.000001	 -1	 0.000000	 9.715002
109	 13	 13	 1	 0.000001	 -1	 0.000000	 11.726670
110	 13	 13	 1	 0.000001	 -1	 0.000000	 14.813451
111	 13	 13	 1	 0.000001	 -1	 0.000000	 14.284320
112	 13	 13	 1	 0.000001	 -1	 0.000000	 10.672107
113	 13	 13	 1	 0.000001	 -1	 0.000000	 7.756485
114	 13	 13	 1	 0.000001	 -1	 0.000000	 11.637429
115	 13	 13	 1	 0.000001	 -1	 0.000000	 12.616354
116	 13	 13	 1	 0.000000	 -1	 0.000000	 8.345646
0	 15	 15	 1	 0.000006	 -1	 0.000000	 10.488289
1	 15	 15	 1	 0.000005	 -1	 0.000000	 8.176696
2	 15	 15	 1	 0.000006	 -1	 0.000000	 13.114316
3	 15	 15	 1	 0.000006	 -1	 0.000000	 12.666739
4	 15	 15	 1	 0.000006	 -1	 0.000000	 7.603826
5	 15	 15	 1	 0.000005	 -1	 0.000000	 10.129446
6	 15	 15	 1	 0.000005	 -1	 0.000000	 9.897966
7	 15	 15	 1	 0.000008	 -1	 0.000000	 7.898839
8	 15	 15	 1	 0.000005	 -1	 0.000000	 13.727693
9	 15	 15	 1	 0.000005	 -1	 0.000000	 12.406835
10	 15	 15	 0	 240.367132	 -1	 0.000000	 6.696071
11	 15	 15	 1	 0.000004	 -1	 0.000000	 11.075652
12	 15	 15	 1	 0.000006	 -1	 0.000000	 12.447975
13	 15	 15	 1	 0.000005	 -1	 0.000000	 12.089646
15	 15	 15	 1	 0.000006	 -1	 0.000000	 8.783470
16	 15	 15	 1	 0.000006	 -1	 0.000000	 7.275021
17	 15	 15	 1	 0.000006	 -1	 0.000000	 10.014643
18	 15	 15	 1	 0.000007	 -1	 0.000000	 8.060631
19	 15	 15	 1	 0.005037	 -1	 0.000000	 10.265204
20	 15	 15	 1	 0.000006	 -1	 0.000000	 11.503122
21	 15	 15	 1	 0.000005	 -1	 0.000000	 9.010484
22	 15	 15	 1	 0.000005	 -1	 0.000000	 9.305434
23	 15	 15	 1	 0.891505	 -1	 0.000000	 7.234289
24	 15	 15	 1	 0.000006	 -1	 0.000000	 7.726634
25	 15	 15	 1	 0.000006	 -1	 0.000000	 11.443726
26	 15	 15	 1	 0.000005	 -1	 0.000000	 9.190752
28	 15	 15	 1	 0.000005	 -1	 0.000000	 13.092438
29	 15	 15	 1	 0.000005	 -1	 0.000000	 11.143210
2600	 15	 15	 0	 384.155391	 -1	 0.000000	 2.707514
30	 15	 15	 1	 0.000006	 -1	 0.000000	 9.336245
31	 15	 15	 1	 0.000005	 -1	 0.000000	 8.163234
32	 15	 15	 1	 0.000007	 -1	 0.000000	 11.360395
33	 15	 15	 0	 204.940813	 -1	 0.000000	 8.091398
34	 15	 15	 1	 0.000005	 -1	 0.000000	 10.814120
35	 15	 15	 1	 0.000007	 -1	 0.000000	 8.019724
36	 15	 15	 1	 0.000005	 -1	 0.000000	 8.805100
37	 15	 15	 1	 0.000006	 -1	 0.000000	 8.549405
38	 15	 15	 1	 0.000007	 -1	 0.000000	 9.310822
39	 15	 15	 1	 0.000006	 -1	 0.000000	 8.703694
40	 15	 15	 1	 0.000007	 -1	 0.000000	 8.588177
41	 15	 15	 1	 0.000005	 -1	 0.000000	 7.751971
42	 15	 15	 1	 0.000005	 -1	 0.000000	 11.410111
43	 15	 15	 1	 0.000006	 -1	 0.000000	 11.183018
44	 15	 15	 1	 0.000005	 -1	 0.000000	 8.718312
46	 15	 15	 1	 0.000007	 -1	 0.000000	 7.138030
47	 15	 15	 1	 0.000006	 -1	 0.000000	 18.120571
48	 15	 15	 1	 0.000006	 -1	 0.000000	 16.047125
49	 15	 15	 1	 0.000005	 -1	 0.000000	 11.478622
50	 15	 15	 1	 0.000007	 -1	 0.000000	 12.503594
51	 15	 15	 1	 0.000006	 -1	 0.000000	 7.631231
53	 15	 15	 1	 0.000007	 -1	 0.000000	 9.811214
54	 15	 15	 1	 0.000005	 -1	 0.000000	 8.878708
55	 15	 15	 1	 0.000007	 -1	 0.000000	 11.599675
56	 15	 15	 1	 0.000004	 -1	 0.000000	 10.519057
57	 15	 15	 1	 0.000006	 -1	 0.000000	 10.689500
58	 15	 15	 1	 0.000006	 -1	 0.000000	 8.389221
59	 15	 15	 1	 0.000005	 -1	 0.000000	 10.264548
60	 15	 15	 1	 0.000007	 -1	 0.000000	 8.758940
61	 15	 15	 1	 0.000006	 -1	 0.000000	 9.125418
62	 15	 15	 1	 0.000005	 -1	 0.000000	 16.512617
63	 15	 15	 1	 0.000006	 -1	 0.000000	 8.266265
64	 15	 15	 1	 0.000006	 -1	 0.000000	 8.379617
65	 15	 15	 1	 0.000007	 -1	 0.000000	 10.340569
>>> gr_fir_ccf: using E
>>> gr_fir_fff: using E
terminate called after throwing an instance of 'std::invalid_argument'
  what():  gr_ofdm_demod: Incorrect subcarriers allocated
>>> gr_fir_ccf: using E
>>> gr_fir_fff: using E
gr_buffer::allocate_buffer: warning: tried to allocate
   36 items of size 1776. Due to alignment requirements
   256 were allocated.  If this isn't OK, consider padding
   your structure to a power-of-two bytes.
   On this platform, our allocation granularity is 4096 bytes.
87	 15	 15	 1	 0.000006	 -1	 0.000000	 7.310283
88	 15	 15	 1	 0.000007	 -1	 0.000000	 12.217550
89	 15	 15	 1	 0.000005	 -1	 0.000000	 12.535993
90	 15	 15	 1	 0.000005	 -1	 0.000000	 9.150455
91	 15	 15	 1	 0.000005	 -1	 0.000000	 8.710042
92	 15	 15	 1	 0.000005	 -1	 0.000000	 7.980206
93	 15	 15	 1	 0.000006	 -1	 0.000000	 13.296675
94	 15	 15	 1	 0.000006	 -1	 0.000000	 11.105311
95	 15	 15	 1	 0.000006	 -1	 0.000000	 8.776300
96	 15	 15	 1	 0.000005	 -1	 0.000000	 14.867442
97	 15	 15	 1	 0.000005	 -1	 0.000000	 8.728000
98	 15	 15	 1	 0.000006	 -1	 0.000000	 8.579952
99	 15	 15	 1	 0.000004	 -1	 0.000000	 10.049013
100	 15	 15	 1	 0.000004	 -1	 0.000000	 11.126654
101	 15	 15	 1	 0.000006	 -1	 0.000000	 9.279089
102	 15	 15	 1	 0.000005	 -1	 0.000000	 9.355072
103	 15	 15	 1	 0.000006	 -1	 0.000000	 9.287403
104	 15	 15	 1	 0.000006	 -1	 0.000000	 8.699464
105	 15	 15	 1	 0.000005	 -1	 0.000000	 9.467092
106	 15	 15	 1	 0.000007	 -1	 0.000000	 8.235140
107	 15	 15	 1	 0.000004	 -1	 0.000000	 14.815483
108	 15	 15	 1	 0.000005	 -1	 0.000000	 11.576159
109	 15	 15	 1	 0.000007	 -1	 0.000000	 7.833643
110	 15	 15	 1	 0.000006	 -1	 0.000000	 10.775517
111	 15	 15	 1	 0.000006	 -1	 0.000000	 8.771258
112	 15	 15	 1	 0.000004	 -1	 0.000000	 7.857432
113	 15	 15	 1	 0.000005	 -1	 0.000000	 8.079365
114	 15	 15	 1	 0.000005	 -1	 0.000000	 9.913220
115	 15	 15	 1	 0.000006	 -1	 0.000000	 12.624023
116	 15	 15	 1	 0.000005	 -1	 0.000000	 9.594088
117	 15	 15	 1	 0.000005	 -1	 0.000000	 9.403994
118	 15	 15	 1	 0.000006	 -1	 0.000000	 8.335097
119	 15	 15	 1	 0.000004	 -1	 0.000000	 11.857049
120	 15	 15	 1	 0.000005	 -1	 0.000000	 11.254522
121	 15	 15	 1	 0.000005	 -1	 0.000000	 9.312409
122	 15	 15	 1	 0.000005	 -1	 0.000000	 7.666782
123	 15	 15	 1	 0.000005	 -1	 0.000000	 9.337645
124	 15	 15	 1	 0.000005	 -1	 0.000000	 10.685835
125	 15	 15	 1	 0.000005	 -1	 0.000000	 12.696507
126	 15	 15	 1	 0.000006	 -1	 0.000000	 9.029880
127	 15	 15	 1	 0.000006	 -1	 0.000000	 7.715178
128	 15	 15	 1	 0.000006	 -1	 0.000000	 10.494509
129	 15	 15	 1	 0.000004	 -1	 0.000000	 11.201032
130	 15	 15	 1	 0.000005	 -1	 0.000000	 10.361147
131	 15	 15	 1	 0.000006	 -1	 0.000000	 9.000737
133	 15	 15	 1	 0.000006	 -1	 0.000000	 11.164911
134	 15	 15	 1	 0.000006	 -1	 0.000000	 7.514420
135	 15	 15	 1	 0.000007	 -1	 0.000000	 8.419103
136	 15	 15	 1	 0.000005	 -1	 0.000000	 11.983086
137	 15	 15	 1	 0.000005	 -1	 0.000000	 8.006951
138	 15	 15	 1	 0.000006	 -1	 0.000000	 13.608873
139	 15	 15	 1	 0.000004	 -1	 0.000000	 10.645240
140	 15	 15	 1	 0.000005	 -1	 0.000000	 9.903356
141	 15	 15	 0	 249.522844	 -1	 0.000000	 6.105203
142	 15	 15	 1	 0.000004	 -1	 0.000000	 11.562054
143	 15	 15	 1	 0.000005	 -1	 0.000000	 12.465684
