>>> gr_fir_ccf: using E
>>> gr_fir_fff: using E
gr_buffer::allocate_buffer: warning: tried to allocate
   36 items of size 1776. Due to alignment requirements
   256 were allocated.  If this isn't OK, consider padding
   your structure to a power-of-two bytes.
   On this platform, our allocation granularity is 4096 bytes.
0	 13	 13	 1	 0.006559	 -1	 0.000000	 4.366732
1	 13	 13	 1	 0.000223	 -1	 0.000000	 13.787868
2	 13	 13	 1	 0.000461	 -1	 0.000000	 10.136592
3	 13	 13	 1	 0.000110	 -1	 0.000000	 5.493925
4	 13	 13	 1	 0.000285	 -1	 0.000000	 4.854206
5	 13	 13	 1	 0.003461	 -1	 0.000000	 11.230187
6	 13	 13	 1	 0.002758	 -1	 0.000000	 9.905583
7	 13	 13	 1	 0.000675	 -1	 0.000000	 11.179966
8	 13	 13	 1	 0.000922	 -1	 0.000000	 6.142676
9	 13	 13	 1	 0.000409	 -1	 0.000000	 13.103350
10	 13	 13	 1	 0.000334	 -1	 0.000000	 6.352437
11	 13	 13	 1	 0.000398	 -1	 0.000000	 5.940978
12	 13	 13	 1	 0.002537	 -1	 0.000000	 8.215995
13	 13	 13	 1	 0.000326	 -1	 0.000000	 9.453200
14	 13	 13	 1	 0.000285	 -1	 0.000000	 5.334722
15	 13	 13	 1	 0.022928	 -1	 0.000000	 11.803299
16	 13	 13	 1	 0.000221	 -1	 0.000000	 3.648975
17	 13	 13	 1	 0.000103	 -1	 0.000000	 6.909619
18	 13	 13	 1	 0.000770	 -1	 0.000000	 7.961921
19	 13	 13	 1	 0.000776	 -1	 0.000000	 12.317372
20	 13	 13	 1	 0.000316	 -1	 0.000000	 3.413048
21	 13	 13	 1	 0.000256	 -1	 0.000000	 7.304186
22	 13	 13	 1	 0.000706	 -1	 0.000000	 5.381103
23	 13	 13	 1	 0.000166	 -1	 0.000000	 5.670158
24	 13	 13	 1	 0.000281	 -1	 0.000000	 9.129238
25	 13	 13	 1	 0.000192	 -1	 0.000000	 6.682448
26	 13	 13	 1	 0.001413	 -1	 0.000000	 10.050220
27	 13	 13	 1	 0.000534	 -1	 0.000000	 7.497496
28	 13	 13	 1	 0.000913	 -1	 0.000000	 5.003704
29	 13	 13	 1	 0.000288	 -1	 0.000000	 4.044104
30	 13	 13	 1	 0.001049	 -1	 0.000000	 15.940165
31	 13	 13	 1	 0.003293	 -1	 0.000000	 5.193289
32	 13	 13	 1	 0.000426	 -1	 0.000000	 8.985028
33	 13	 13	 1	 0.000561	 -1	 0.000000	 7.906898
34	 13	 13	 1	 0.001057	 -1	 0.000000	 6.407524
35	 13	 13	 1	 0.000265	 -1	 0.000000	 7.297034
36	 13	 13	 1	 0.000131	 -1	 0.000000	 4.803255
37	 13	 13	 1	 0.000641	 -1	 0.000000	 11.770442
38	 13	 13	 1	 0.001660	 -1	 0.000000	 6.456286
39	 13	 13	 1	 0.003721	 -1	 0.000000	 5.423223
40	 13	 13	 1	 0.000229	 -1	 0.000000	 10.580573
41	 13	 13	 1	 0.001794	 -1	 0.000000	 5.285335
42	 13	 13	 1	 0.000672	 -1	 0.000000	 8.386025
43	 13	 13	 1	 0.000704	 -1	 0.000000	 7.163256
44	 13	 13	 1	 0.000103	 -1	 0.000000	 8.559150
45	 13	 13	 1	 0.000128	 -1	 0.000000	 9.170633
46	 13	 13	 1	 0.000426	 -1	 0.000000	 4.867977
47	 13	 13	 1	 0.000214	 -1	 0.000000	 7.401321
48	 13	 13	 1	 0.000152	 -1	 0.000000	 7.469556
49	 13	 13	 1	 0.000904	 -1	 0.000000	 4.941447
50	 13	 13	 1	 0.000616	 -1	 0.000000	 8.015743
51	 13	 13	 1	 0.000731	 -1	 0.000000	 7.276962
